,Player,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Based,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,drTkl,Att,Tkl%,Lost,Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Position,Total Cmp%,TotDist,PrgDist,Short Cmp%,Medium Cmp%,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,xG_On-Off,player_code,country_of_birth,sub_position,foot,height_in_cm,market_value_in_eur,fee,transfer_period,Target
1073,Ragnar Oratmangoen,Groningen,24,98,12.3,0,15,1,6.7,1.22,0.08,0.00,0.00,23.3,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Eredivisie,30,17,15,13,2,11,28,39.3,17,13,2,11,16,46,15,0,Midfielder,85.2,8500,2237,88.7,91.7,65.5,1,0.7,1.6,7,55,9,4,51,0.63,12,29,-17,-1.38,-0.14,13.2,20.8,-7.7,-0.62,+0.43,ragnar-oratmangoen98,Netherlands,Left Winger,right,180.0,550000,0.0,Summer,-28.29
1074,Joey Pelupessy,Groningen,29,93,14.8,1,10,3,30.0,0.68,0.20,0.10,0.33,22.3,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Eredivisie,38,24,10,22,6,8,16,50.0,8,18,6,12,19,57,24,1,Midfielder,88.3,7658,1765,90.4,92.5,86.4,0,0.1,0.3,2,45,2,0,33,0.74,13,38,-25,-1.69,-0.71,14.1,28.8,-14.7,-0.99,-0.17,joey-pelupessy93,Netherlands,Defensive Midfield,right,180.0,450000,0.0,Summer,-38.628
1075,Ricardo Pepi,Groningen,19,03,27.3,12,57,18,31.6,2.09,0.66,0.19,0.61,13.8,0,1,1,7.2,6.4,0.11,+4.8,+4.6,Eredivisie,32,17,9,16,7,6,32,18.8,26,24,4,20,16,48,37,0,Forward,76.1,5881,578,77.2,86.2,75.0,3,2.8,2.2,30,14,12,2,30,0.45,24,58,-34,-1.25,+0.24,25.8,49.4,-23.5,-0.86,+0.16,ricardo-pepi03,United States,Centre-Forward,right,185.0,9000000,500000.0,Summer,-41.496
1076,Jorg Schreuders,Groningen,17,04,3.8,0,3,1,33.3,0.80,0.27,0.00,0.00,23.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Eredivisie,10,5,7,3,0,6,12,50.0,6,8,3,5,4,14,9,1,Defender,69.5,1899,569,82.4,72.2,52.2,0,0.0,0.1,1,5,1,1,9,0.20,3,15,-12,-3.2,-2.14,3.2,10.1,-6.9,-1.84,-1.06,jorg-schreuders04,,Central Midfield,,,25000,0.0,Winter,-14.629999999999999
1077,Aimar Sher,Groningen,19,02,1.5,0,4,0,0.0,2.69,0.00,0.00,,23.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Eredivisie,4,2,2,2,0,1,4,25.0,3,0,0,0,2,6,2,0,Midfielder,73.6,548,221,89.3,70.0,0.0,0,0.0,0.1,1,1,1,0,6,0.33,0,7,-7,-4.7,-3.56,1.1,3.1,-2.0,-1.36,-0.48,aimar-sher02,Iraq,Central Midfield,right,175.0,1000000,0.0,Winter,-8.43
1078,Luciano Valente,Groningen,18,03,9.7,0,8,2,25.0,0.82,0.21,0.00,0.00,19.9,0,0,0,1.1,1.1,0.13,-1.1,-1.1,Eredivisie,17,10,10,3,4,6,16,37.5,10,15,2,13,3,20,8,0,Midfielder,69.1,3159,746,78.9,80.4,48.0,0,0.4,0.4,8,22,6,1,31,0.65,7,15,-8,-0.82,+0.66,7.8,18.7,-10.9,-1.12,-0.31,luciano-valente03,Netherlands,Attacking Midfield,right,189.0,400000,0.0,Summer,-16.877999999999997
1079,Jetro Willems,Groningen,28,94,4.3,0,5,0,0.0,1.15,0.00,0.00,,17.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Eredivisie,10,8,1,8,1,7,9,77.8,2,4,1,3,2,12,11,0,Defender,71.4,3597,1229,82.7,76.9,54.2,0,0.4,0.6,5,18,7,2,20,0.43,2,6,-4,-0.92,+0.43,3.7,4.9,-1.2,-0.29,+0.70,jetro-willems94,Netherlands,Left-Back,left,177.0,800000,0.0,Winter,-6.7509999999999994
1080,Jeremy Antonisse,Emmen,20,02,8.9,1,23,7,30.4,2.58,0.79,0.04,0.14,19.7,0,0,0,2.5,2.5,0.11,-1.5,-1.5,Eredivisie,16,7,6,7,3,12,29,41.4,17,16,2,14,8,24,13,0,Forward,76.7,2465,634,88.4,76.1,40.0,1,1.5,1.2,8,10,11,7,16,0.92,8,13,-5,-0.56,+0.52,11.4,16.9,-5.5,-0.62,-0.15,jeremy-antonisse02,Netherlands,Left Winger,right,184.0,300000,0.0,Winter,-11.214000000000002
1081,Mohamed Bouchouari,Emmen,21,00,19.3,1,29,7,24.1,1.50,0.36,0.03,0.14,24.3,1,0,0,1.1,1.1,0.04,-0.1,-0.1,Eredivisie,52,24,27,17,8,25,53,47.2,28,33,5,28,17,69,49,0,Defender,68.5,10470,3872,83.1,68.3,32.3,1,2.6,3.2,14,37,23,9,61,0.92,19,35,-16,-0.83,+0.26,21.5,29.9,-8.5,-0.44,+0.17,mohamed-bouchouari00,,Right-Back,right,170.0,500000,0.0,Summer,-40.144000000000005
1082,Mark Diemers,Emmen,28,93,30.2,2,66,21,31.8,2.18,0.69,0.03,0.10,23.7,9,0,0,4.2,4.2,0.06,-2.2,-2.2,Eredivisie,30,23,10,11,9,16,39,41.0,23,22,3,19,13,43,12,1,Midfielder,74.7,20642,5808,89.2,80.5,41.9,5,6.1,7.0,56,131,44,11,160,0.84,31,59,-28,-0.93,+0.14,33.1,48.4,-15.3,-0.51,+0.03,mark-diemers93,Netherlands,Attacking Midfield,right,175.0,1500000,0.0,Summer,-86.976
1083,Metehan Güçlü,Emmen,23,99,0.1,0,1,0,0.0,10.00,0.00,0.00,,4.0,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Eredivisie,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Forward,100.0,14,0,100.0,,,0,0.0,0.0,0,0,0,0,0,3.00,0,0,0,0.0,+0.94,0.1,0.5,-0.4,-4.01,-3.51,metehan-guclu99,France,Centre-Forward,left,182.0,300000,0.0,Summer,-0.07
1084,Michaël Heylen,Emmen,28,94,3.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Eredivisie,8,6,8,0,0,6,9,66.7,3,8,7,1,2,10,11,1,Defender,73.4,3239,1293,79.0,83.0,52.8,0,0.3,0.0,2,20,0,0,14,0.45,5,12,-7,-1.9,-1.07,4.2,6.4,-2.1,-0.57,-0.07,michael-heylen94,Belgium,Centre-Back,right,187.0,275000,0.0,Summer,-11.655
1085,Maikel Kieftenbeld,Emmen,32,90,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Eredivisie,1,0,1,0,0,1,1,100.0,0,1,0,1,2,3,2,0,Midfielder,78.3,592,146,95.7,75.0,66.7,0,0.0,0.0,0,5,0,0,4,0.00,1,4,-3,-3.0,-2.12,0.6,1.7,-1.2,-1.16,-0.67,maikel-kieftenbeld90,Netherlands,Defensive Midfield,right,179.0,400000,0.0,Summer,-4.95
1086,Ahmed El Messaoudi,Emmen,26,95,15.6,2,27,10,37.0,1.73,0.64,0.07,0.20,16.3,0,0,0,2.6,2.6,0.10,-0.6,-0.6,Eredivisie,23,14,9,10,4,5,19,26.3,14,23,6,17,9,32,16,0,Midfielder,81.1,6967,2006,85.9,86.0,59.5,0,0.8,1.3,16,44,12,3,58,0.76,14,34,-20,-1.28,-0.62,16.3,27.9,-11.7,-0.75,-0.44,ahmed-el-messaoudi95,Belgium,Defensive Midfield,right,182.0,675000,0.0,Summer,-50.388
1087,Mike te Wierik,Emmen,30,92,13.3,0,4,0,0.0,0.30,0.00,0.00,,12.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Eredivisie,26,20,18,8,0,15,23,65.2,8,23,14,9,15,41,46,0,Defender,77.8,8609,3325,86.4,83.4,52.3,0,0.1,0.7,2,42,5,0,40,0.86,15,27,-12,-0.9,+0.06,14.8,25.7,-10.9,-0.82,-0.50,mike-te-wierik92,Netherlands,Centre-Back,right,191.0,500000,0.0,Winter,-28.595
1088,Dennis Vos,Emmen,20,01,4.0,0,1,0,0.0,0.25,0.00,0.00,,8.5,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Eredivisie,5,0,2,1,2,2,5,40.0,3,6,2,4,2,7,8,0,Defender,85.6,3851,1353,94.5,87.3,42.3,0,0.1,0.2,2,14,2,1,21,0.67,5,9,-4,-0.99,-0.05,5.3,8.5,-3.2,-0.80,-0.33,dennis-vos01,Netherlands,Left-Back,left,181.0,350000,0.0,Winter,-8.96
1089,Richairo Živković,Emmen,25,96,26.7,5,49,17,34.7,1.83,0.64,0.10,0.29,13.3,0,0,0,7.5,7.5,0.15,-2.5,-2.5,Eredivisie,41,30,14,14,13,19,43,44.2,24,15,4,11,9,50,30,0,Forward,69.7,4199,763,77.7,76.8,28.6,0,1.0,1.0,10,16,8,2,22,0.84,24,47,-23,-0.86,+0.38,28.2,42.7,-14.5,-0.54,-0.14,richairo-zivkovic96,Netherlands,Centre-Forward,right,187.0,400000,0.0,Summer,-41.652
1090,Carlens Arcus,Vitesse,26,96,28.0,1,21,5,23.8,0.75,0.18,0.05,0.20,22.7,0,0,0,1.0,1.0,0.05,0.0,0.0,Eredivisie,57,37,28,18,11,32,54,59.3,22,25,8,17,72,129,71,1,Defender,79.4,20755,7500,89.2,82.6,57.6,3,2.5,2.6,34,106,30,22,126,1.23,34,41,-7,-0.25,-0.58,37.1,32.4,+4.6,+0.16,+0.33,carlens-arcus96,Haiti,Right-Back,right,176.0,1800000,0.0,Summer,-7.0
1091,Bartosz Białek,Vitesse,20,01,17.0,5,35,11,31.4,2.05,0.65,0.14,0.45,13.9,0,0,0,4.7,4.7,0.14,+0.3,+0.3,Eredivisie,10,2,3,3,4,6,16,37.5,10,7,1,6,0,10,13,0,Forward,65.1,2867,597,70.9,66.3,56.5,1,1.5,1.3,20,13,8,0,26,1.32,25,16,+9,0.53,+1.35,19.4,17.1,+2.3,+0.14,+0.06,bartosz-bialek01,Poland,Centre-Forward,right,191.0,3000000,200000.0,Summer,9.350000000000001
1092,Mitchell Dijks,Vitesse,29,93,3.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Eredivisie,3,3,1,2,0,0,2,0.0,2,6,0,6,2,5,13,0,Defender,76.5,1913,1008,87.7,78.8,41.2,0,0.2,0.3,3,10,3,3,10,1.29,0,2,-2,-0.6,-0.50,4.7,3.4,+1.3,+0.38,+0.30,mitchell-dijks93,Netherlands,Left-Back,left,194.0,2000000,0.0,Summer,-1.9799999999999998
1093,Ryan Flamingo,Vitesse,19,02,29.8,3,32,6,18.8,1.07,0.20,0.09,0.50,11.4,0,0,0,3.0,3.0,0.09,0.0,0.0,Eredivisie,41,28,23,15,3,25,42,59.5,17,37,17,20,56,97,116,2,Defender,78.7,20986,7879,86.5,83.9,55.5,1,0.9,1.1,16,133,8,0,117,1.21,41,37,+4,0.13,+2.28,39.6,33.2,+6.4,+0.21,+0.87,ryan-flamingo02,Netherlands,Centre-Back,right,186.0,2000000,0.0,Summer,3.874
1094,Marco van Ginkel,Vitesse,29,92,11.9,2,19,4,21.1,1.60,0.34,0.11,0.50,18.2,2,0,0,1.7,1.7,0.09,+0.3,+0.3,Eredivisie,8,6,3,3,2,2,17,11.8,15,8,2,6,2,10,12,0,Midfielder,76.8,5882,1599,82.0,79.8,74.3,2,0.5,0.9,10,32,6,0,53,1.54,18,9,+9,0.76,+1.39,14.4,12.7,+1.7,+0.14,+0.06,marco-van-ginkel92,Netherlands,Central Midfield,right,186.0,1400000,0.0,Winter,9.282
1095,Nicolas Isimat-Mirin,Vitesse,30,91,12.7,0,9,1,11.1,0.71,0.08,0.00,0.00,11.2,0,0,0,1.0,1.0,0.11,-1.0,-1.0,Eredivisie,20,11,8,12,0,8,15,53.3,7,11,7,4,7,27,69,1,Defender,84.3,10053,3635,96.9,86.5,61.3,1,0.2,0.3,2,17,0,0,41,1.56,19,10,+9,0.71,+1.37,17.9,12.7,+5.2,+0.41,+0.49,nicolas-isimat-mirin91,France,Centre-Back,right,187.0,400000,0.0,Winter,9.017
1096,Miliano Jonathans,Vitesse,18,04,1.5,0,8,3,37.5,5.50,2.06,0.00,0.00,22.2,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Eredivisie,4,2,1,1,2,1,3,33.3,2,2,0,2,2,6,0,0,Forward,75.6,1019,282,78.8,78.1,60.0,0,1.0,0.5,10,3,9,5,11,0.92,2,3,-1,-0.69,-0.56,4.1,1.2,+2.8,+1.93,+1.90,miliano-jonathans04,Netherlands,Right Winger,left,,25000,0.0,Summer,-1.005
1097,Kacper Kozłowski,Vitesse,18,03,23.2,2,38,17,44.7,1.64,0.73,0.05,0.12,18.9,0,0,0,3.0,3.0,0.08,-1.0,-1.0,Eredivisie,37,20,19,13,5,14,51,27.5,37,22,3,19,16,53,6,0,Midfielder,69.3,8864,2901,79.5,71.4,57.3,5,3.8,5.2,39,62,33,9,97,1.28,35,26,+9,0.39,+1.68,29.8,26.3,+3.5,+0.15,+0.14,kacper-kozlowski03,Poland,Central Midfield,right,182.0,8000000,0.0,Summer,9.512
1098,Melle Meulensteen,Vitesse,23,99,30.0,1,32,7,21.9,1.07,0.23,0.03,0.14,19.0,0,0,0,2.3,2.3,0.08,-1.3,-1.3,Eredivisie,48,34,21,21,6,19,35,54.3,16,41,22,19,34,82,79,2,Midfielder,84.0,25722,9999,90.8,90.3,62.2,2,2.5,1.3,21,158,20,2,157,1.19,40,39,+1,0.03,+1.53,40.3,32.9,+7.4,+0.25,+1.19,melle-meulensteen99,Netherlands,Centre-Back,right,188.0,1800000,1000000.0,Summer,1.5
1099,Davy Pröpper,Vitesse,30,91,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Eredivisie,3,2,1,1,1,2,3,66.7,1,3,1,2,5,8,3,0,Midfielder,80.0,809,390,76.2,80.0,90.0,0,0.4,0.4,4,2,0,0,4,2.00,2,1,+1,0.96,+1.14,2.2,0.7,+1.4,+1.38,+1.31,davy-propper91,Netherlands,Central Midfield,right,185.0,700000,0.0,Winter,0.98
1100,Mohamed Sankoh,Vitesse,18,03,8.5,2,20,7,35.0,2.36,0.83,0.10,0.29,10.2,0,0,0,4.1,4.1,0.20,-2.1,-2.1,Eredivisie,3,1,0,3,0,1,6,16.7,5,5,1,4,0,3,2,0,Forward,62.8,1176,268,69.3,68.4,50.0,2,2.2,0.9,9,5,3,0,9,1.19,10,15,-5,-0.59,-0.59,13.3,10.9,+2.4,+0.29,+0.24,mohamed-sankoh03,Sierra Leone,Centre-Forward,right,183.0,800000,0.0,Summer,-4.845
1101,Simon Van Duivenbooden,Vitesse,20,02,1.8,1,3,1,33.3,1.65,0.55,0.33,1.00,10.5,0,0,0,0.5,0.5,0.18,+0.5,+0.5,Eredivisie,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,Forward,60.0,337,78,57.1,54.5,100.0,0,0.2,0.2,3,2,0,0,3,0.89,1,2,-1,-0.55,-0.42,2.8,1.6,+1.2,+0.66,+0.58,simon-van-duivenbooden02,Netherlands,Centre-Forward,right,190.0,25000,0.0,Summer,-0.9540000000000001
1102,Maxime Awoudja,Excelsior,24,98,2.8,0,2,1,50.0,0.72,0.36,0.00,0.00,11.1,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Eredivisie,6,4,4,2,0,1,2,50.0,1,5,2,3,7,13,22,0,Defender,75.3,1330,239,76.5,83.7,36.4,0,0.0,0.1,0,2,1,1,5,1.00,4,10,-6,-2.17,-1.11,3.4,6.7,-3.4,-1.21,-0.30,maxime-awoudja98,Germany,Centre-Back,right,188.0,375000,0.0,Summer,-7.783999999999999
1103,Reda Kharchouch,Excelsior,26,95,13.7,2,28,7,25.0,2.04,0.51,0.07,0.29,15.1,0,0,1,3.9,3.1,0.11,-1.9,-1.1,Eredivisie,13,10,2,6,5,6,8,75.0,2,11,2,9,1,14,17,0,Forward,63.8,2851,527,70.1,65.3,40.0,1,1.4,1.3,13,8,5,0,17,1.00,16,24,-8,-0.58,+0.94,15.7,28.9,-13.3,-0.97,-0.05,reda-kharchouch95,Netherlands,Centre-Forward,right,192.0,450000,0.0,Summer,-23.700999999999997
1104,Peer Koopmeiners,Excelsior,22,00,16.1,0,8,1,12.5,0.50,0.06,0.00,0.00,24.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Eredivisie,49,27,18,26,5,25,45,55.6,20,35,11,24,15,64,41,0,Midfielder,78.6,8245,2853,87.0,82.3,57.5,0,1.1,1.4,10,56,6,2,72,0.84,14,29,-15,-0.93,+0.40,18.3,28.1,-9.8,-0.61,+0.62,peer-koopmeiners00,Netherlands,Defensive Midfield,right,186.0,600000,0.0,Winter,-43.309000000000005
1105,Zakaria Bakkali,RKC Waalwijk,26,96,4.9,3,15,4,26.7,3.03,0.81,0.20,0.75,19.2,0,0,0,1.4,1.4,0.09,+1.6,+1.6,Eredivisie,8,6,5,2,1,5,5,100.0,0,2,0,2,2,10,3,0,Forward,73.8,1996,544,85.0,81.1,52.6,0,1.1,1.3,8,5,10,3,17,0.83,9,17,-8,-1.62,-1.41,9.6,15.3,-5.7,-1.15,-0.70,zakaria-bakkali96,Belgium,Left Winger,right,168.0,350000,0.0,Summer,-6.517000000000001
1106,Mika Biereth,RKC Waalwijk,19,03,3.4,2,14,7,50.0,4.10,2.05,0.14,0.29,13.2,0,0,0,1.8,1.8,0.13,+0.2,+0.2,Eredivisie,2,1,0,0,2,0,1,0.0,1,3,1,2,1,3,2,0,Forward,61.3,666,195,72.2,70.0,60.0,0,0.7,0.6,4,4,7,0,12,1.08,8,4,+4,1.17,+1.76,6.5,5.5,+1.0,+0.29,+0.93,mika-biereth03,England,Centre-Forward,right,187.0,600000,0.0,Summer,4.9639999999999995
1107,Pelle Clement,RKC Waalwijk,26,96,26.3,2,28,8,28.6,1.06,0.30,0.07,0.25,17.5,0,0,0,3.2,3.2,0.11,-1.2,-1.2,Eredivisie,43,23,22,13,8,22,66,33.3,44,31,3,28,20,63,38,0,Midfielder,77.1,11258,3490,85.3,77.1,60.6,2,3.5,3.7,32,59,33,6,121,1.21,39,43,-4,-0.15,+1.15,35.5,44.3,-8.8,-0.34,+0.92,pelle-clement96,Netherlands,Central Midfield,right,177.0,700000,0.0,Summer,-5.523000000000003
1108,Kevin Felida,RKC Waalwijk,22,99,0.8,0,1,0,0.0,1.22,0.00,0.00,,17.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Eredivisie,3,3,2,1,0,3,3,100.0,0,1,1,0,0,3,2,0,Midfielder,84.2,485,150,95.2,70.0,100.0,0,0.0,0.0,0,3,0,0,5,1.33,2,1,+1,1.22,+1.67,1.2,0.6,+0.6,+0.77,+1.35,kevin-felida99,Netherlands,Defensive Midfield,right,174.0,350000,0.0,Summer,0.9279999999999999
1109,Florian Jozefzoon,RKC Waalwijk,31,91,10.4,5,29,10,34.5,2.79,0.96,0.17,0.50,13.5,1,0,0,5.7,5.7,0.19,-0.7,-0.7,Eredivisie,20,9,5,7,8,7,12,58.3,5,6,0,6,2,22,2,0,Forward,70.4,2410,550,83.2,68.8,44.4,3,1.9,2.6,9,11,7,1,21,1.19,22,21,+1,0.1,+0.73,17.7,21.3,-3.7,-0.35,+0.28,florian-jozefzoon91,French Guiana,Right Winger,right,173.0,500000,0.0,Summer,4.056
1110,Julian Lelieveld,RKC Waalwijk,24,97,29.2,2,11,4,36.4,0.38,0.14,0.18,0.50,12.1,0,0,0,1.7,1.7,0.16,+0.3,+0.3,Eredivisie,66,42,43,17,6,41,70,58.6,29,46,12,34,32,98,73,1,Defender,80.5,18726,7499,86.7,83.8,63.1,3,3.2,4.5,26,104,28,5,135,1.21,41,53,-12,-0.41,+0.01,38.2,54.3,-16.1,-0.55,-0.04,julian-lelieveld97,Netherlands,Right-Back,right,178.0,700000,0.0,Summer,-22.192
1111,Chris Lokesa,RKC Waalwijk,17,04,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Eredivisie,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Midfielder,87.5,119,7,100.0,80.0,,0,0.0,0.0,0,0,0,0,0,0.00,0,0,0,0.0,+0.41,0.0,0.0,0.0,+0.37,+0.92,chris-lokesa04,,Attacking Midfield,right,,400000,0.0,Winter,-0.006000000000000011
1112,Mats Seuntjens,RKC Waalwijk,30,92,17.4,4,39,15,38.5,2.24,0.86,0.10,0.27,20.9,1,0,0,4.1,4.1,0.11,-0.1,-0.1,Eredivisie,14,10,6,4,4,3,15,20.0,12,19,5,14,6,20,14,0,Forward,72.4,8587,2799,83.4,78.7,57.1,8,4.9,5.4,34,53,34,8,81,1.26,23,29,-6,-0.35,+0.14,20.3,29.9,-9.6,-0.55,-0.01,mats-seuntjens92,Netherlands,Centre-Forward,right,187.0,1200000,0.0,Winter,-1.0439999999999998
1113,Patrick Vroegh,RKC Waalwijk,22,99,6.3,0,10,0,0.0,1.58,0.00,0.00,,22.0,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Eredivisie,16,9,8,4,4,9,16,56.3,7,9,2,7,4,20,5,0,Midfielder,76.5,3195,1110,84.4,82.4,50.0,1,0.4,0.9,4,24,9,3,27,1.06,9,16,-7,-1.11,-0.86,7.6,14.8,-7.2,-1.13,-0.72,patrick-vroegh99,Netherlands,Central Midfield,left,175.0,450000,0.0,Summer,-7.371
1114,Remco Balk,Cambuur,21,01,13.2,1,20,11,55.0,1.52,0.84,0.05,0.09,18.7,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Eredivisie,28,16,14,10,4,10,33,30.3,23,17,3,14,4,32,13,0,Forward,63.3,3962,942,80.4,68.5,46.3,0,0.6,1.2,8,10,13,5,24,0.63,8,32,-24,-1.82,-0.91,16.6,25.8,-9.2,-0.70,-0.15,remco-balk01,Netherlands,Right Winger,right,,400000,0.0,Summer,-34.056
1115,Leon Bergsma,Cambuur,25,97,20.4,0,7,2,28.6,0.34,0.10,0.00,0.00,8.8,0,0,0,1.3,1.3,0.18,-1.3,-1.3,Eredivisie,36,23,24,12,0,23,29,79.3,6,31,18,13,20,56,90,1,Defender,83.3,19489,6514,86.5,91.6,61.1,0,0.0,0.3,2,55,1,0,72,0.67,18,39,-21,-1.03,+0.60,23.6,35.9,-12.3,-0.60,+0.02,leon-bergsma97,Netherlands,Centre-Back,both,186.0,550000,0.0,Summer,-19.176000000000002
1116,Silvester van der Water,Cambuur,25,96,13.2,1,17,10,58.8,1.29,0.76,0.06,0.10,18.5,0,0,0,1.9,1.9,0.11,-0.9,-0.9,Eredivisie,38,23,17,15,6,19,35,54.3,16,10,1,9,3,41,9,0,Forward,55.4,4109,1261,73.5,57.8,37.8,0,1.8,2.0,19,24,17,9,29,0.61,6,17,-11,-0.83,+0.70,13.7,20.0,-6.3,-0.48,+0.22,silvester-van-der-water96,Netherlands,Right Winger,left,184.0,800000,550000.0,Summer,-20.987999999999996
1117,Navarone Foor,Cambuur,30,92,13.8,2,27,7,25.9,1.95,0.51,0.07,0.29,21.5,4,0,0,2.5,2.5,0.09,-0.5,-0.5,Eredivisie,23,12,9,8,6,12,29,41.4,17,23,1,22,6,29,9,0,Midfielder,67.2,6251,2484,78.8,71.8,44.0,3,2.6,2.8,23,49,17,7,64,0.47,15,37,-22,-1.59,-0.55,19.4,27.2,-7.8,-0.57,+0.07,navarone-foor92,Netherlands,Attacking Midfield,both,170.0,500000,0.0,Winter,-31.188000000000006
1118,Bjørn Johnsen,Cambuur,30,91,9.7,3,22,8,36.4,2.26,0.82,0.09,0.25,14.0,0,1,1,5.4,4.7,0.21,-2.4,-2.7,Eredivisie,4,1,0,1,3,1,7,14.3,6,5,1,4,3,7,23,0,Forward,54.1,1416,348,52.6,66.7,44.4,0,0.6,0.5,6,12,2,0,14,0.31,10,27,-17,-1.75,-0.68,12.5,19.8,-7.3,-0.75,-0.20,bjorn-johnsen91,United States,Centre-Forward,right,195.0,500000,0.0,Winter,-24.346999999999998
1119,Daniël van Kaam,Cambuur,22,00,25.6,1,14,2,14.3,0.55,0.08,0.07,0.50,17.0,0,0,0,1.5,1.5,0.11,-0.5,-0.5,Eredivisie,34,17,20,13,1,13,30,43.3,17,11,5,6,12,46,25,1,Midfielder,78.9,11035,3010,85.5,85.8,58.9,1,2.0,1.7,21,71,12,6,92,0.44,17,57,-40,-1.56,-1.20,25.8,49.7,-23.8,-0.93,-1.30,daniel-van-kaam00,Netherlands,Central Midfield,left,175.0,700000,0.0,Summer,-57.088000000000015
1120,Mimoun Mahi,Cambuur,28,94,5.9,1,11,3,27.3,1.87,0.51,0.09,0.33,22.2,1,0,0,0.6,0.6,0.06,+0.4,+0.4,Eredivisie,7,4,4,2,1,2,8,25.0,6,8,3,5,8,15,7,0,Forward,67.6,2462,722,78.7,65.7,55.3,1,1.7,1.4,11,13,14,6,18,0.33,6,18,-12,-2.05,-0.94,7.6,12.1,-4.5,-0.77,-0.20,mimoun-mahi94,Netherlands,Left Winger,right,181.0,1000000,0.0,Winter,-16.578999999999997
1121,Felix Mambimbi,Cambuur,21,01,3.3,0,4,1,25.0,1.20,0.30,0.00,0.00,17.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Eredivisie,9,2,3,5,1,5,11,45.5,6,2,0,2,3,12,2,0,Forward,60.7,673,174,80.0,51.9,33.3,1,0.3,0.3,5,1,5,1,6,0.50,2,4,-2,-0.6,+0.74,2.9,4.7,-1.8,-0.54,+0.08,felix-mambimbi01,Switzerland,Left Winger,right,170.0,3000000,0.0,Summer,-4.4879999999999995
1122,Ben Rienstra,Cambuur,32,90,1.7,0,1,0,0.0,0.60,0.00,0.00,,21.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Eredivisie,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0,Midfielder,78.9,1118,224,85.7,86.4,54.5,0,0.0,0.1,1,5,1,0,10,0.00,2,7,-5,-3.0,-1.82,3.7,4.5,-0.7,-0.44,+0.18,ben-rienstra90,Netherlands,Central Midfield,right,182.0,300000,0.0,Winter,-6.239
1123,Floris Smand,Cambuur,19,03,19.5,0,4,0,0.0,0.21,0.00,0.00,,15.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Eredivisie,19,15,15,3,1,8,17,47.1,9,28,17,11,38,57,100,0,Defender,90.0,18806,5275,88.6,93.8,80.8,0,0.0,0.2,0,33,1,0,46,0.48,11,44,-33,-1.69,-1.01,21.2,36.9,-15.7,-0.81,-0.46,floris-smand03,Netherlands,Centre-Back,right,185.0,300000,0.0,Summer,-31.200000000000003
1124,Milan Smit,Cambuur,19,03,4.4,1,8,4,50.0,1.81,0.90,0.13,0.25,13.7,0,0,0,0.7,0.7,0.08,+0.3,+0.3,Eredivisie,5,3,1,3,1,4,7,57.1,3,5,0,5,2,7,2,0,Forward,64.2,1058,229,78.0,62.9,40.0,1,0.1,0.2,3,7,1,0,12,0.54,3,11,-8,-1.81,-0.63,5.7,9.3,-3.6,-0.81,-0.23,milan-smit03,Netherlands,Centre-Forward,,180.0,150000,0.0,Summer,-11.308000000000002
